-3.942018518881020873e-03 7.914219373526666379e-01
2.264302642175577140e-01 -5.082420896243925595e-02
2.726506131249341047e-01 7.492430483677314790e-01
6.313404466949038563e-01 1.420336365761908637e-01
4.591409048424704986e-01 -3.730877690350613007e-01
5.416082040776607487e-01 -9.795152716156076134e-02
9.948182420451449071e-01 -1.969748755548997032e-01
2.136578046587671864e-01 3.850444748543959128e-01
-2.427950537393395725e-01 -3.889645920788717959e-01
2.250860955445237455e-01 -2.585764800064065949e-01
8.070566287183105203e-01 6.139891178862642018e-01
8.883161555459072600e-01 -1.681768755695894901e-01
8.068798712693392439e-01 -1.394922300695446760e+00
1.547187663395850898e-01 1.121270051321103578e+00
5.640052063620721867e-01 -6.820896687006000603e-01
-1.195751362856819766e-01 -1.297430446898742096e+00
-7.410681118820390267e-01 1.351494914362304511e+00
9.952941252584884824e-01 4.821675998917507866e-01
8.573420982879592644e-01 5.739962677496409649e-01
-8.069419856343651443e-02 5.472514082108359545e-01
5.823744637560928084e-01 -1.081870006757374769e+00
2.992984051574059667e-01 -1.226897357098342550e-01
4.989759753191309044e-01 5.703900804606348851e-01
1.632618055229588805e-01 7.961995898106057762e-03
1.286248678594850592e+00 5.549037812522045199e-01
-5.278220303885970965e-01 6.097561974434090315e-01
1.488061073335837259e+00 -6.189501332165273650e-01
-1.007277851346112252e-01 3.025439748478566115e-01
-4.984810102319373049e-01 7.128199476396543388e-02
-6.814368670635756464e-01 -1.959820868035855312e-01
-1.136056948769583741e+00 2.876069585994943667e-01
1.033529634559110510e+00 -1.461169696385707262e+00
-8.322259901589669218e-01 7.352639951779854632e-01
-2.929259888045403493e-01 -1.741447947180299050e-01
1.484059952183252262e+00 -7.963088329929575160e-01
3.077161690811462402e-01 -1.791494076665085255e-01
-6.471312658847013788e-01 -6.415495057927718126e-01
9.168862941418235435e-01 7.451998705638350762e-01
7.054837181586797179e-01 2.518392397229125140e-02
9.141762148988814563e-01 8.257814246188642793e-01
-6.520280627033030463e-01 -9.191142599784188905e-01
-9.644800191388182009e-01 5.020627299820087375e-01
-4.579328227679647229e-02 6.081319820085111516e-01
3.942491189013261343e-01 7.807457026547102164e-01
-2.100534678087186136e-01 -2.249183196163830889e-01
-4.402298516389793748e-01 -8.085753223831486647e-01
-1.380756995461851266e+00 8.139007587374564867e-01
-5.912447404353035063e-01 4.483505573051365656e-01
4.196241136845740849e-01 1.043079235144063477e-01
-9.779036937383338568e-01 3.833478487346438368e-01
9.638208139178646716e-01 -7.991058705844866772e-01
2.667029028335071161e-01 -1.134757626553023702e+00
4.864163023577692813e-01 7.323847763667410415e-01
6.606343009255887244e-01 1.154297154291748173e+00
-2.010733153052630950e-01 7.901630102581125303e-01
-6.313897319137897757e-01 -4.432118237050307052e-01
9.986954875688924815e-01 -3.220788135681845743e-01
1.327860225243644443e+00 5.296388359268031643e-01
6.280706606803679870e-01 3.650386636735928336e-01
4.071670398474454555e-01 3.840703201286668200e-01
-1.808280377864861510e-01 3.896385345839993852e-01
8.005458494457108332e-01 -8.775905500020028671e-02
-1.052249655600014100e-01 9.271853569176075061e-01
5.465809494040850813e-01 6.316181892803709452e-01
5.919651625560307107e-01 -1.436166311052953781e-01
1.450232826878843639e-01 2.229323878467055070e-02
4.097502325850543303e-01 2.801006136644935141e-01
1.058622799829394445e+00 5.644095560365098851e-01
3.247824045471947030e-01 -4.748609783204489343e-01
-7.797309048003542298e-01 -1.963213503849459141e+00
-3.748486111003798138e-01 -6.962889171257925780e-02
1.239368871119230220e-01 -3.970349453135137430e-01
1.309965775093227869e+00 1.172094116382111917e+00
2.932952546379893888e-01 -1.789654094539405438e-01
-5.389542702018977893e-01 -2.203862436545813985e-01
7.479771101044214721e-01 7.639626537183248634e-02
-4.533714389651740673e-01 6.070903085023290346e-01
-3.299339568087332197e-01 -4.189451584426928665e-01
1.265881692949363702e+00 -8.407962577624904510e-01
7.425709544847222121e-01 7.287533080929348150e-01
5.394823729136584145e-01 -1.263703440457782046e+00
1.249260789528509941e+00 1.140783642641904017e+00
3.043539849910342765e-01 -3.879956866840483243e-01
3.729216933580526416e-01 7.345732420617991920e-01
-2.479186093415274850e-01 -3.918243949952833760e-01
6.986328790802510957e-02 -2.043757523001502874e-01
1.968296580872061163e+00 -2.367169561039796088e-01
7.665298077421630607e-01 3.226853695308325443e-01
-8.235078812172423601e-02 1.266552747468059126e+00
2.249444673978507336e-01 -9.527484811002033885e-03
-6.617459145331026082e-01 1.619604096920494035e-02
1.154203261633027222e-01 4.763969955954637792e-01
-2.864391874727085230e-01 -7.130981418378957715e-01
-1.330052784019740697e+00 3.149719312236957114e-01
6.121286822063509714e-01 2.715867645517540674e-01
5.413609056358074101e-01 -7.156639578547503433e-01
3.872420134437142003e-02 -6.651764063733287546e-01
1.117025476939900175e+00 8.748065431826327343e-01
9.023843775091933139e-01 8.379710117822840587e-01
-2.699764425273764017e-03 -5.463764758349834993e-01
-2.231318621352886000e-01 3.441806896770966961e-01
1.137831374751247626e+00 8.796030700205985375e-02
1.946726297341405953e-01 -7.724571573979995831e-01
-1.131271653851990910e+00 3.645590606655966237e-01
5.761402415543261935e-01 -2.348212166432808723e-01
1.319927950831991215e+00 1.498615777627022139e+00
-5.293905971062613514e-01 9.959485495648220388e-01
-4.747645946339978384e-01 1.737734999108089262e-01
1.355886707899427668e+00 5.956545798168597639e-01
-8.332600641912397965e-02 8.086409735724292558e-02
-5.913024883570803247e-01 -7.934314242158942987e-01
6.224472263635905112e-01 2.922580006391350405e-01
1.686975754276257566e+00 2.819178619299069974e-02
3.458262121944450929e-01 -6.489097988362532154e-01
4.190701552698888332e-01 5.613167442494435555e-01
-2.195846220909469515e-01 -1.611806902566208233e-02
-1.094935527046252410e+00 3.759517241966474355e-02
-3.344095104874618141e-01 4.182368412279059422e-01
8.300414867404234398e-01 -2.291884620936177064e-01
-4.344166889172158541e-01 -5.908430619667832256e-02
1.813550512661221692e-01 -6.510995303700172210e-01
1.074503321309401516e+00 -2.124952912607678823e-01
-7.737967025689748146e-01 -8.426500508780705445e-01
-1.783932338371938264e-01 7.958435272819171236e-02
8.240372089404174316e-01 -1.124137329826988829e-01
-3.767796154920811658e-01 9.307677686320451338e-01
-4.036945885852171734e-01 -6.860428634421806837e-01
2.169168306411787817e-01 -1.440974247148256449e-01
7.744757605617055285e-01 2.210232675900955512e-01
1.013334613897787673e+00 -6.581955714844897054e-01
2.760391184777465923e-01 4.246195229763840562e-01
2.657654265334351007e-01 6.808879799076994477e-01
2.854597746353866317e-01 1.062053656396349188e+00
3.529411003124273694e-01 -2.065825105121991620e-02
-3.490554347594466145e-01 8.412590162141778127e-02
-1.839270050508201304e-01 -2.423334848837043753e-01
-1.732221450609001123e-01 -9.208535968060838073e-01
1.183525191639901442e+00 -8.003875513272815656e-01
2.449824155991458252e-01 8.583396446118445322e-01
1.141614022310047522e-01 -1.557189942360715507e-01
3.513910635642119029e-01 -8.854185090169499617e-01
6.862671617589398698e-01 -3.234957937647232051e-01
1.018948488065651192e+00 -1.535269883653888334e-01
2.338729444016364734e-01 -6.937408640059847253e-02
5.326481319308461471e-01 -4.725124432559996146e-01
-3.286032398287246359e-01 -3.812998705775194619e-01
3.570943145640544936e-01 1.061677511988864619e+00
1.161477905568443214e+00 1.819162307684932256e-01
1.475367658285869632e-01 -1.288918420073135729e-01
6.696019110648931960e-01 8.978519267858646735e-01
1.287100984646065260e+00 2.612345480483056481e-01
-1.059080207543310198e-01 -5.427666191279362229e-01
8.524741604240058113e-01 1.378090469625932402e+00
4.739485767671982042e-01 6.609985381545148142e-01
1.530571275781630602e-01 -2.243028673844485177e-01
-8.023920041681170678e-01 8.296843879174800040e-01
-1.435474839558869842e-01 3.862541376458126785e-01
-4.378637776593853337e-01 -8.685612154451129163e-02
-3.469100701332088477e-01 -8.322240758266861993e-02
-1.244620896361515044e-01 -6.388109960188010916e-01
2.817579073039218618e-01 1.563480264498351979e-01
2.686916176854319827e-01 2.086775132587083692e-01
-2.783429740601284785e-01 1.472669798718754530e-01
-1.731257344969752421e-01 3.908807629687841012e-01
1.323892261753611299e+00 8.616762918576958974e-01
-1.768529802401797302e-01 -6.053990215659749152e-01
7.163441083940788046e-01 -3.602741910630371386e-02
-1.519223428485327598e-01 1.170333138159250774e+00
4.421042214289027661e-01 -3.269562902802028992e-01
2.172340047138344998e-01 -4.738291766851966957e-01
6.749046645732519334e-01 1.328023958302342988e+00
-1.480010030639279939e-01 -1.085104285615961367e-01
3.315204467116604214e-01 -6.570276725328791922e-01
8.247706215583706646e-01 -2.645869200869574445e-01
9.254059607005436783e-02 -1.054123196249761252e+00
5.136325076902071851e-01 9.365029788989731596e-02
